gene.names	cluster
ENSMUSG00000054958	Nt5c1a	2
ENSMUSG00000054976	Nyap2	2
ENSMUSG00000055013	Agap1	2
ENSMUSG00000055022	Cntn1	2
ENSMUSG00000055024	Ep300	2
ENSMUSG00000055116	Bmal1	2
ENSMUSG00000055204	Ankrd17	2
ENSMUSG00000055254	Ntrk2	2
ENSMUSG00000055296	Tmem245	2
ENSMUSG00000055320	Tead1	2
ENSMUSG00000055415	Atp10b	2
ENSMUSG00000055421	Pcdh9	2
ENSMUSG00000055480	Zfp458	2
ENSMUSG00000055485	Mtcl2	2
ENSMUSG00000055540	Epha6	2
ENSMUSG00000055567	Unc80	2
ENSMUSG00000055660	Mettl4	2
ENSMUSG00000055670	Zzef1	2
ENSMUSG00000055725	Paqr3	2
ENSMUSG00000055761	Nkain3	2
ENSMUSG00000055782	Abcd2	2
ENSMUSG00000055817	Mta3	2
ENSMUSG00000055884	Fancm	2
ENSMUSG00000055980	Irs1	2
ENSMUSG00000056004	Elapor2	2
ENSMUSG00000056050	Mia3	2
ENSMUSG00000056130	Ticam2	2
ENSMUSG00000056222	Spock1	2
ENSMUSG00000056234	Ncoa4	2
ENSMUSG00000056268	Dennd1b	2
ENSMUSG00000056342	Usp34	2
ENSMUSG00000056427	Slit3	2
ENSMUSG00000056429	Tgoln1	2
ENSMUSG00000056476	Med12l	2
ENSMUSG00000056492	Adgrf5	2
ENSMUSG00000056553	Ptprn2	2
ENSMUSG00000056602	Fry	2
ENSMUSG00000056755	Grm7	2
ENSMUSG00000056771	Gm10010	2
ENSMUSG00000056856	Jakmip3	2
ENSMUSG00000057133	Chd6	2
ENSMUSG00000057181	5730455P16Rik	2
ENSMUSG00000057230	Aak1	2
ENSMUSG00000057335	Cep170	2
ENSMUSG00000057406	Nsd2	2
ENSMUSG00000057522	Spop	2
ENSMUSG00000057710	9630041A04Rik	2
ENSMUSG00000057716	Tmem178b	2
ENSMUSG00000057738	Sptan1	2
ENSMUSG00000058006	Mdn1	2
ENSMUSG00000058013	Septin11	2
ENSMUSG00000058153	Sez6l	2
ENSMUSG00000058192	Zfp846	2
ENSMUSG00000058230	Arhgap35	2
ENSMUSG00000058248	Kcnh1	2
ENSMUSG00000058297	Spock2	2
ENSMUSG00000058298	Mcm9	2
ENSMUSG00000058325	Dock1	2
ENSMUSG00000058571	Gpc6	2
ENSMUSG00000058656	Samd12	2
ENSMUSG00000058690	Ccser2	2
ENSMUSG00000058793	Cds2	2
ENSMUSG00000058881	Zfp516	2
ENSMUSG00000058914	C1qtnf3	2
ENSMUSG00000058975	Kcnc1	2
ENSMUSG00000059003	Grin2a	2
ENSMUSG00000059146	Ntrk3	2
ENSMUSG00000059149	Mfsd4a	2
ENSMUSG00000059327	Eda	2
ENSMUSG00000059439	Bcas3	2
ENSMUSG00000059486	Kbtbd2	2
ENSMUSG00000059495	Arhgef12	2
ENSMUSG00000059602	Syn3	2
ENSMUSG00000059854	Hydin	2
ENSMUSG00000059890	Ube4a	2
ENSMUSG00000059921	Unc5c	2
ENSMUSG00000060206	Zfp462	2
ENSMUSG00000060212	Pcnx2	2
ENSMUSG00000060371	Caln1	2
ENSMUSG00000060450	Rnf14	2
ENSMUSG00000060510	Zfp266	2
ENSMUSG00000060568	Fam78b	2
ENSMUSG00000060657	Marf1	2
ENSMUSG00000060681	Slc9a6	2
ENSMUSG00000060716	Plekhh1	2
ENSMUSG00000060924	Csmd1	2
ENSMUSG00000060961	Slc4a4	2
ENSMUSG00000060988	Galnt13	2
ENSMUSG00000061080	Lsamp	2
ENSMUSG00000061175	Fnip2	2
ENSMUSG00000061313	Ddhd2	2
ENSMUSG00000061353	Cxcl12	2
ENSMUSG00000061393	Acvr2b	2
ENSMUSG00000061436	Hipk2	2
ENSMUSG00000061536	Sec22c	2
ENSMUSG00000061576	Dpp6	2
ENSMUSG00000061578	Ksr2	2
ENSMUSG00000061601	Pclo	2
ENSMUSG00000061603	Akap6	2
ENSMUSG00000061755	Bod1l	2
ENSMUSG00000061778	Mospd2	2
ENSMUSG00000062078	Qki	2
ENSMUSG00000062098	Btbd3	2
ENSMUSG00000062115	Rai1	2
ENSMUSG00000062151	Unc13c	2
ENSMUSG00000062184	Hs6st2	2
ENSMUSG00000062203	Gspt1	2
ENSMUSG00000062209	Erbb4	2
ENSMUSG00000062232	Rapgef2	2
ENSMUSG00000062373	Tmem65	2
ENSMUSG00000062393	Dgkk	2
ENSMUSG00000062519	Zfp398	2
ENSMUSG00000062585	Cnr2	2
ENSMUSG00000062604	Srpk2	2
ENSMUSG00000062627	Mysm1	2
ENSMUSG00000062866	Phactr2	2
ENSMUSG00000062901	Klhl24	2
ENSMUSG00000062937	Mtap	2
ENSMUSG00000062960	Kdr	2
ENSMUSG00000062991	Nrg1	2
ENSMUSG00000063077	Kif1b	2
ENSMUSG00000063142	Kcnma1	2
ENSMUSG00000063317	Usp31	2
ENSMUSG00000063382	Bcl9l	2
ENSMUSG00000063410	Stk24	2
ENSMUSG00000063455	D630045J12Rik	2
ENSMUSG00000063550	Nup98	2
ENSMUSG00000063626	Unc5d	2
ENSMUSG00000063663	Brwd3	2
ENSMUSG00000063760	Rnf217	2
ENSMUSG00000063801	Ap3s2	2
ENSMUSG00000063810	Alms1	2
ENSMUSG00000063870	Chd4	2
ENSMUSG00000063894	Zkscan8	2
ENSMUSG00000064105	Cnnm2	2
ENSMUSG00000064115	Cadm2	2
ENSMUSG00000064127	Med14	2
ENSMUSG00000064177	Ghrl	2
ENSMUSG00000064225	Paqr9	2
ENSMUSG00000064293	Cntn4	2
ENSMUSG00000064302	Clasp1	2
ENSMUSG00000064325	Hhip	2
ENSMUSG00000064329	Scn1a	2
ENSMUSG00000064437	Snord49b	2
ENSMUSG00000065548	Mir29c	2
ENSMUSG00000066036	Ubr4	2
ENSMUSG00000066037	Hnrnpr	2
ENSMUSG00000066232	Ipo7	2
ENSMUSG00000066306	Numa1	2
ENSMUSG00000066324	Bpnt2	2
ENSMUSG00000066415	Msl2	2
ENSMUSG00000066440	Zfyve26	2
ENSMUSG00000066640	Fbxl18	2
ENSMUSG00000066798	Zbtb6	2
ENSMUSG00000066842	Hmcn1	2
ENSMUSG00000067028	Cntnap5b	2
ENSMUSG00000067194	Eif1ax	2
ENSMUSG00000067336	Bmpr2	2
ENSMUSG00000067771	Pwwp4a	2
ENSMUSG00000067780	Pi15	2
ENSMUSG00000067851	Arfgef1	2
ENSMUSG00000067889	Sptbn2	2
ENSMUSG00000068040	Tm9sf4	2
ENSMUSG00000068205	Macrod2	2
ENSMUSG00000068284	Usf3	2
ENSMUSG00000068373	D430041D05Rik	2
ENSMUSG00000068663	Clec16a	2
ENSMUSG00000068740	Celsr2	2
ENSMUSG00000068742	Cry2	2
ENSMUSG00000068747	Sort1	2
ENSMUSG00000068748	Ptprz1	2
ENSMUSG00000068966	Zbtb34	2
ENSMUSG00000069072	Slc7a14	2
ENSMUSG00000069089	Cdk7	2
ENSMUSG00000069114	Zbtb10	2
ENSMUSG00000069539	Scyl2	2
ENSMUSG00000069601	Ank3	2
ENSMUSG00000069729	Arid1b	2
ENSMUSG00000069769	Msi2	2
ENSMUSG00000069895	Atxn1l	2
ENSMUSG00000069917	Hba-a2	2
ENSMUSG00000069919	Hba-a1	2
ENSMUSG00000070047	Fat1	2
ENSMUSG00000070056	Mfhas1	2
ENSMUSG00000070304	Scn2b	2
ENSMUSG00000070348	Ccnd1	2
ENSMUSG00000070565	Rasal2	2
ENSMUSG00000070639	Lrrc8b	2
ENSMUSG00000070695	Cntnap5a	2
ENSMUSG00000070709	Zfp974	2
ENSMUSG00000070733	Fryl	2
ENSMUSG00000071669	Snx29	2
ENSMUSG00000071793	2610005L07Rik	2
ENSMUSG00000071796	6820431F20Rik	2
ENSMUSG00000072294	Klf12	2
ENSMUSG00000072825	Cep170b	2
ENSMUSG00000073016	Uprt	2
ENSMUSG00000073062	Zxdb	2
ENSMUSG00000073514	Dok6	2
ENSMUSG00000073590	3222401L13Rik	2
ENSMUSG00000073594	Gm10545	2
ENSMUSG00000073664	Nbeal1	2
ENSMUSG00000073678	Pgap1	2
ENSMUSG00000073716	Gm13241	2
ENSMUSG00000073725	Lmbrd1	2
ENSMUSG00000073728	Tmem51os1	2
ENSMUSG00000073940	Hbb-bt	2
ENSMUSG00000074030	Exoc8	2
ENSMUSG00000074093	Svip	2
ENSMUSG00000074212	Dnajb14	2
ENSMUSG00000074220	Zfp382	2
ENSMUSG00000074228	Gm10645	2
ENSMUSG00000074283	Zfp109	2
ENSMUSG00000074305	Peak1	2
ENSMUSG00000074519	Zfp971	2
ENSMUSG00000074582	Arfgef2	2
ENSMUSG00000074746	Pdzd8	2
ENSMUSG00000074776	Gm10754	2
ENSMUSG00000074925	Ptar1	2
ENSMUSG00000074939	Chrm5	2
ENSMUSG00000074994	Qser1	2
ENSMUSG00000075028	Prdm11	2
ENSMUSG00000075318	Scn2a	2
ENSMUSG00000075324	Fign	2
ENSMUSG00000075376	Rc3h2	2
ENSMUSG00000075415	Fnbp1	2
ENSMUSG00000075470	Alg10b	2
ENSMUSG00000075478	Slitrk1	2
ENSMUSG00000075595	Zfp652	2
ENSMUSG00000075703	Selenoi	2
ENSMUSG00000078117	Gm16485	2
ENSMUSG00000078349	AW011738	2
ENSMUSG00000078515	Ddi2	2
ENSMUSG00000078517	Emc1	2
ENSMUSG00000078584	AU022252	2
ENSMUSG00000078671	Chd2	2
ENSMUSG00000078684	5830417I10Rik	2
ENSMUSG00000078716	Tmem8b	2
ENSMUSG00000078721	Spata31f1a	2
ENSMUSG00000078722	Spata31f1e	2
ENSMUSG00000078879	Zfp973	2
ENSMUSG00000078889	Gm14288	2
ENSMUSG00000078903	Gm14391	2
ENSMUSG00000079051	Vinac1	2
ENSMUSG00000079177	Fam228a	2
ENSMUSG00000079179	Rab10os	2
ENSMUSG00000079260	Tmppe	2
ENSMUSG00000079297	Gm2223	2
ENSMUSG00000079311	Gm3222	2
ENSMUSG00000079481	Nhsl2	2
ENSMUSG00000080316	Spaca6	2
ENSMUSG00000082229	Nap1l2	2
ENSMUSG00000082309	Gm12123	2
ENSMUSG00000082633	Gm15779	2
ENSMUSG00000083287	Idi1-ps1	2
ENSMUSG00000083332	Gm7599	2
ENSMUSG00000083477	Gm5555	2
ENSMUSG00000084408	Gm11870	2
ENSMUSG00000084761	Gm12406	2
ENSMUSG00000084842	Pabpc1l2b	2
ENSMUSG00000084910	C630043F03Rik	2
ENSMUSG00000085001	Rapgef4os2	2
ENSMUSG00000085009	Gm12977	2
ENSMUSG00000085026	Srrm3os	2
ENSMUSG00000085133	B930095G15Rik	2
ENSMUSG00000085196	Gm14963	2
ENSMUSG00000085235	Gm12576	2
ENSMUSG00000085246	Gm15893	2
ENSMUSG00000085438	Oip5os1	2
ENSMUSG00000085440	Sorbs2os	2
ENSMUSG00000085549	1700047F07Rik	2
ENSMUSG00000085745	Gm14372	2
ENSMUSG00000085875	Gm12905	2
ENSMUSG00000085888	Gm12224	2
ENSMUSG00000085912	Trp53cor1	2
ENSMUSG00000086231	Rapgef4os3	2
ENSMUSG00000086330	1700007J10Rik	2
ENSMUSG00000086513	Gvin-ps1	2
ENSMUSG00000086536	Gm12264	2
ENSMUSG00000087042	Gm11611	2
ENSMUSG00000087141	Plcxd2	2
ENSMUSG00000087143	A830082K12Rik	2
ENSMUSG00000087370	Tmem170b	2
ENSMUSG00000087377	AV099323	2
ENSMUSG00000087403	Kantr	2
ENSMUSG00000087535	Zmiz1os1	2
ENSMUSG00000087541	Hopxos	2
ENSMUSG00000089663	Gm15651	2
ENSMUSG00000089704	Galnt2	2
ENSMUSG00000089706	B230216N24Rik	2
ENSMUSG00000089707	Slain1os	2
ENSMUSG00000089729	Gm16552	2
ENSMUSG00000089900	Tbc1d22bos	2
ENSMUSG00000090001	Gm9719	2
ENSMUSG00000090053	Pakap	2
ENSMUSG00000090061	Nwd2	2
ENSMUSG00000090093	Gm14399	2
ENSMUSG00000090100	Ttbk2	2
ENSMUSG00000090112	Shprh	2
ENSMUSG00000091243	Vgll3	2
ENSMUSG00000091264	Smim13	2
ENSMUSG00000091680	Klhdc7b	2
ENSMUSG00000092048	Vmn2r85	2
ENSMUSG00000092060	Bend4	2
ENSMUSG00000092341	Malat1	2
ENSMUSG00000093452	Zfhx2os	2
ENSMUSG00000094002	Silc1	2
ENSMUSG00000094083	NA	2
ENSMUSG00000094282	Cfap73	2
ENSMUSG00000094483	Purb	2
ENSMUSG00000095139	Pou3f2	2
ENSMUSG00000095253	Zfp799	2
ENSMUSG00000095334	Gm21984	2
ENSMUSG00000095362	Gm14325	2
ENSMUSG00000095366	G530011O06Riky	2
ENSMUSG00000095403	Gm21092	2
ENSMUSG00000095651	Gm21817	2
ENSMUSG00000096039	D830030K20Rik	2
ENSMUSG00000096054	Syne1	2
ENSMUSG00000096188	Cmtm4	2
ENSMUSG00000096401	Gm21811	2
ENSMUSG00000096764	Gm21985	2
ENSMUSG00000096910	Zfp955b	2
ENSMUSG00000096926	NA	2
ENSMUSG00000096954	NA	2
ENSMUSG00000096991	Gm26789	2
ENSMUSG00000097020	NA	2
ENSMUSG00000097073	9430037G07Rik	2
ENSMUSG00000097090	Gm26724	2
ENSMUSG00000097242	NA	2
ENSMUSG00000097258	NA	2
ENSMUSG00000097267	1700109K24Rik	2
ENSMUSG00000097284	NA	2
ENSMUSG00000097406	Gm26833	2
ENSMUSG00000097431	Gm26782	2
ENSMUSG00000097443	Gm17529	2
ENSMUSG00000097497	Gm26652	2
ENSMUSG00000097536	2610037D02Rik	2
ENSMUSG00000097718	NA	2
ENSMUSG00000097723	NA	2
ENSMUSG00000097729	2310015A10Rik	2
ENSMUSG00000097815	NA	2
ENSMUSG00000097816	Gm26811	2
ENSMUSG00000097837	NA	2
ENSMUSG00000097879	NA	2
ENSMUSG00000097893	1700034P13Rik	2
ENSMUSG00000097904	NA	2
ENSMUSG00000097919	Gm27021	2
ENSMUSG00000097930	C330002G04Rik	2
ENSMUSG00000097960	A330074K22Rik	2
ENSMUSG00000098889	Gm27206	2
ENSMUSG00000098912	1500004A13Rik	2
ENSMUSG00000099083	Atf7	2
ENSMUSG00000099115	Gm17190	2
ENSMUSG00000099899	Gm28784	2
ENSMUSG00000100009	Gm7967	2
ENSMUSG00000100826	Snhg14	2
ENSMUSG00000100937	Nscme3l	2
ENSMUSG00000101008	Gm29442	2
ENSMUSG00000101450	Gm28941	2
ENSMUSG00000101599	Gm20342	2
ENSMUSG00000101930	Gm5441	2
ENSMUSG00000102049	NA	2
ENSMUSG00000102147	Gm38055	2
ENSMUSG00000102202	Gm33280	2
ENSMUSG00000102302	Gm38190	2
ENSMUSG00000102307	Gm38194	2
ENSMUSG00000102324	Gm19721	2
ENSMUSG00000102411	Gm36936	2
ENSMUSG00000102428	Pcdhga12	2
ENSMUSG00000102440	Pcdhga9	2
ENSMUSG00000102504	Gm21955	2
ENSMUSG00000102516	Gm38340	2
ENSMUSG00000102533	Gm37226	2
ENSMUSG00000102540	Gm38134	2
ENSMUSG00000102543	Pcdhgc5	2
ENSMUSG00000102562	Gm37694	2
ENSMUSG00000102602	A930004J17Rik	2
ENSMUSG00000102617	Gm37842	2
ENSMUSG00000102692	Dchs2	2
ENSMUSG00000102697	Pcdhac2	2
ENSMUSG00000102742	Pcdhga11	2
ENSMUSG00000102748	Pcdhgb2	2
ENSMUSG00000102758	Naaladl2	2
ENSMUSG00000102780	Gm38253	2
ENSMUSG00000102854	C130023A14Rik	2
ENSMUSG00000102869	Norad	2
ENSMUSG00000102918	Pcdhgc3	2
ENSMUSG00000103037	Pcdhgb1	2
ENSMUSG00000103088	Pcdhgb6	2
ENSMUSG00000103255	Pcdhac1	2
ENSMUSG00000103309	BC037039	2
ENSMUSG00000103313	Gm38357	2
ENSMUSG00000103332	Pcdhga2	2
ENSMUSG00000103378	Gm37176	2
ENSMUSG00000103475	Gm37697	2
ENSMUSG00000103507	Gm38375	2
ENSMUSG00000103560	Gm38070	2
ENSMUSG00000103567	Pcdhga5	2
ENSMUSG00000103677	Pcdhga4	2
ENSMUSG00000103697	Gm38020	2
ENSMUSG00000103749	Pcdhgb5	2
ENSMUSG00000103753	Gm6934	2
ENSMUSG00000103793	Pcdhga6	2
ENSMUSG00000103831	Gm37608	2
ENSMUSG00000103864	Gm37415	2
ENSMUSG00000103869	Gm37420	2
ENSMUSG00000103897	Pcdhga8	2
ENSMUSG00000103940	Gm38227	2
ENSMUSG00000104063	Pcdhgb7	2
ENSMUSG00000104333	Gm10253	2
ENSMUSG00000104344	Gm38077	2
ENSMUSG00000104346	Pcdhga3	2
ENSMUSG00000104369	Gm38082	2
ENSMUSG00000104443	4932442E05Rik	2
ENSMUSG00000104479	Gm10305	2
ENSMUSG00000104872	1700008B11Rik	2
ENSMUSG00000104894	Gm43507	2
ENSMUSG00000104925	Gm43061	2
ENSMUSG00000104969	Gm43445	2
ENSMUSG00000104988	Gm43622	2
ENSMUSG00000105093	Gm17815	2
ENSMUSG00000105137	Gm42869	2
ENSMUSG00000105201	Gm43362	2
ENSMUSG00000105272	Gm43071	2
ENSMUSG00000105556	Gm43080	2
ENSMUSG00000105561	Gm43462	2
ENSMUSG00000105674	Gm42437	2
ENSMUSG00000105771	2900064K03Rik	2
ENSMUSG00000105804	Gm43654	2
ENSMUSG00000105878	NA	2
ENSMUSG00000105881	4932422M17Rik	2
ENSMUSG00000105970	Gm43360	2
ENSMUSG00000105981	2810428J06Rik	2
ENSMUSG00000105986	Gm43065	2
ENSMUSG00000106048	Gm42444	2
ENSMUSG00000106099	Gm42664	2
ENSMUSG00000106515	Gm30382	2
ENSMUSG00000106547	B230303O12Rik	2
ENSMUSG00000106665	Gm43389	2
ENSMUSG00000106682	Gm42648	2
ENSMUSG00000106847	Peg13	2
ENSMUSG00000107000	Gm43481	2
ENSMUSG00000107090	Gm42884	2
ENSMUSG00000107197	Gm43312	2
ENSMUSG00000107320	Gm42549	2
ENSMUSG00000107352	Gm43660	2
ENSMUSG00000107509	Gm44941	2
ENSMUSG00000107583	Gm44104	2
ENSMUSG00000107719	Gm43937	2
ENSMUSG00000107796	Gm44068	2
ENSMUSG00000107810	Gm18609	2
ENSMUSG00000107966	Gm44001	2
ENSMUSG00000107976	Gm44043	2
ENSMUSG00000108034	4930557K07Rik	2
ENSMUSG00000108283	Gm44008	2
ENSMUSG00000108443	Gm44510	2
ENSMUSG00000108616	Gm35040	2
ENSMUSG00000108621	Gm33989	2
ENSMUSG00000108802	Gm44769	2
ENSMUSG00000108808	Gm45204	2
ENSMUSG00000108832	Gm44832	2
ENSMUSG00000108910	Gm44625	2
ENSMUSG00000108917	Gm38451	2
ENSMUSG00000108957	Gm45235	2
ENSMUSG00000109045	Gm45084	2
ENSMUSG00000109178	Gm3257	2
ENSMUSG00000109274	Gm45133	2
ENSMUSG00000109390	Gm45718	2
ENSMUSG00000109460	Gm45591	2
ENSMUSG00000109610	Gm7432	2
ENSMUSG00000109674	Gm45470	2
ENSMUSG00000109708	Gm45809	2
ENSMUSG00000109725	Gm45265	2
ENSMUSG00000109782	NA	2
ENSMUSG00000109909	Gm45663	2
ENSMUSG00000109945	Gm45601	2
ENSMUSG00000110067	6330411D24Rik	2
ENSMUSG00000110077	Gm45632	2
ENSMUSG00000110249	9330121K16Rik	2
ENSMUSG00000110516	Gm45758	2
ENSMUSG00000110540	Gm45743	2
ENSMUSG00000110580	D830024N08Rik	2
ENSMUSG00000110627	Gm18935	2
ENSMUSG00000110827	Gm32281	2
ENSMUSG00000110830	Gm46218	2
ENSMUSG00000110993	Gm47963	2
ENSMUSG00000111030	Gm47234	2
ENSMUSG00000111092	Gm17875	2
ENSMUSG00000111375	Btbd8	2
ENSMUSG00000111496	Gm47483	2
ENSMUSG00000111619	Gm48348	2
ENSMUSG00000111918	Gm47624	2
ENSMUSG00000111942	Gm5182	2
ENSMUSG00000112084	Gm10773	2
ENSMUSG00000112256	Gm48077	2
ENSMUSG00000112280	A830082N09Rik	2
ENSMUSG00000112302	Gm48226	2
ENSMUSG00000112496	Gm48764	2
ENSMUSG00000112743	Gm49358	2
ENSMUSG00000113149	Gm49383	2
ENSMUSG00000113184	Gm49654	2
ENSMUSG00000113491	Gm19221	2
ENSMUSG00000113636	Gm8616	2
ENSMUSG00000113774	Gm36236	2
ENSMUSG00000113795	Gm48119	2
ENSMUSG00000114230	Gm48239	2
ENSMUSG00000114253	Gm47798	2
ENSMUSG00000114558	Gm9570	2
ENSMUSG00000114953	4930519K11Rik	2
ENSMUSG00000114994	Gm49097	2
ENSMUSG00000115145	Gm35166	2
ENSMUSG00000115148	Gm49125	2
ENSMUSG00000115302	Gm49394	2
ENSMUSG00000115360	Gm48932	2
ENSMUSG00000115591	Gm31282	2
ENSMUSG00000115772	Gm48935	2
ENSMUSG00000115867	Gm17753	2
ENSMUSG00000116641	Gm41505	2
ENSMUSG00000116673	A630089N07Rik	2
ENSMUSG00000116779	Gm4829	2
ENSMUSG00000116812	Gm2792	2
ENSMUSG00000117263	Gm35290	2
ENSMUSG00000117286	Gm1043	2
ENSMUSG00000117301	Gm35883	2
ENSMUSG00000117497	1700116H05Rik	2
ENSMUSG00000117513	Gm3946	2
ENSMUSG00000118081	Gm50138	2
ENSMUSG00000118186	Gm8642	2
ENSMUSG00000118440	Gm50483	2
